Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
0.794694 -0.0568371 0.0798955 0.599039	0.756787 -0.0623488 0.0706673 0.646832	0.745854 -0.0664643 0.0623747 0.659844	0.682616 -0.0127228 -0.00415499 0.730654	0.669496 -0.00303837 -0.0278759 0.742286	0.660935 -0.0409868 -0.0599243 0.746923	0.709391 -0.0423214 -0.130298 0.691372	0.687685 0.0799942 0.100796 0.714514	0.484209 -0.329132 -0.51122 0.62918	-0.583727 0.045275 0.756153 -0.292312	0.739513 -0.13133 -0.632662 0.188709	0.572594 -0.159875 -0.0394517 0.803131	0.53861 0.328397 0.357209 0.688808	0.578367 0.251866 0.447818 0.633651	0.696976 0.190981 0.352262 0.594695	0.759437 -0.0486638 0.157602 0.629324	0.538052 -0.09331 0.136014 0.826616	0.580142 -0.136617 0.218695 0.772621	0.71229 -0.0246857 0.0148615 0.701293	0.644643 -0.02595 0.0125237 0.76394	0.686349 0.0367582 -0.036335 0.725433	
0.795943 -0.0627029 0.0794122 0.596855	0.757785 -0.066225 0.0719719 0.645132	0.746978 -0.0699144 0.0640863 0.658049	0.682538 -0.0168091 -0.00231201 0.730653	0.668705 -0.00750528 -0.0263889 0.743022	0.657067 -0.0463336 -0.0586658 0.750116	0.705327 -0.0471702 -0.129063 0.695436	0.68468 0.0735941 0.100295 0.718149	0.485399 -0.33893 -0.512045 0.622354	-0.588078 0.068187 0.745952 -0.305073	0.739102 -0.141429 -0.623191 0.212976	0.571365 -0.169032 -0.0363596 0.802277	0.533067 0.313449 0.36924 0.693723	0.570489 0.238649 0.459475 0.637551	0.690735 0.175502 0.365612 0.598675	0.757496 -0.0466729 0.157156 0.631921	0.563896 -0.0864888 0.13927 0.80941	0.607358 -0.124001 0.201165 0.758467	0.711937 -0.0266864 0.016815 0.701535	0.638815 -0.0282231 0.0140841 0.768714	0.688162 0.0366069 -0.0361444 0.723731	
0.7972 -0.0698104 0.0784269 0.594515	0.759097 -0.0709174 0.0730146 0.64297	0.748565 -0.0739995 0.0656673 0.655639	0.682655 -0.0205148 -0.000484729 0.730453	0.668037 -0.0114709 -0.0248665 0.743624	0.653233 -0.0515781 -0.0575483 0.753203	0.70094 -0.0520555 -0.128224 0.699666	0.682104 0.0671285 0.0990953 0.721393	0.487279 -0.348467 -0.512657 0.615071	-0.59177 0.0931571 0.73393 -0.32012	0.736545 -0.153547 -0.613289 0.24042	0.571205 -0.178186 -0.0330305 0.800552	0.52818 0.299444 0.382049 0.696705	0.562942 0.227458 0.470268 0.640474	0.681185 0.160779 0.377985 0.606024	0.755495 -0.0445278 0.155831 0.634793	0.58802 -0.0793924 0.141289 0.792443	0.627658 -0.111058 0.181407 0.748867	0.711501 -0.0304317 0.0205441 0.701725	0.632717 -0.0324466 0.0171861 0.773512	0.689633 0.0360029 -0.0354032 0.722397	
0.798406 -0.0771389 0.0774953 0.592108	0.760612 -0.0761211 0.0739094 0.640478	0.750554 -0.0785045 0.0671736 0.652682	0.683029 -0.0240106 0.00149206 0.729995	0.667547 -0.0151704 -0.0230609 0.744056	0.64932 -0.0565175 -0.0564035 0.756312	0.696227 -0.0568776 -0.127885 0.704045	0.680306 0.0604631 0.0967863 0.723989	0.490006 -0.357641 -0.513126 0.607197	-0.5947 0.119774 0.720127 -0.336755	0.733226 -0.168829 -0.60146 0.268556	0.57206 -0.187116 -0.0287162 0.798067	0.524682 0.287046 0.394907 0.697397	0.556898 0.218061 0.480308 0.641574	0.669702 0.148514 0.390165 0.614178	0.754135 -0.042214 0.153437 0.637146	0.609037 -0.0724929 0.141668 0.777013	0.639637 -0.0996957 0.157827 0.745665	0.711869 -0.0340064 0.0238158 0.701084	0.625728 -0.0365398 0.0197098 0.778936	0.690288 0.0353558 -0.0343292 0.721855	
0.800401 -0.0808288 0.0786775 0.588757	0.763092 -0.0805111 0.0743644 0.636929	0.753606 -0.0821142 0.0683019 0.648591	0.682999 -0.0267927 0.00363292 0.729919	0.66663 -0.018265 -0.0210165 0.744868	0.6454 -0.0616829 -0.0552662 0.759342	0.690965 -0.0609257 -0.127695 0.708908	0.678398 0.0530452 0.0927946 0.726878	0.49397 -0.367949 -0.512419 0.598359	-0.597897 0.148026 0.704107 -0.353328	0.72826 -0.18462 -0.588097 0.299492	0.572936 -0.194973 -0.0219784 0.795768	0.521855 0.276209 0.407763 0.696495	0.551721 0.210304 0.489893 0.64139	0.657707 0.139889 0.401343 0.621913	0.754934 -0.0388243 0.147291 0.637866	0.617646 -0.0665191 0.13703 0.771564	0.645725 -0.0854813 0.151238 0.743545	0.712703 -0.0340437 0.0213744 0.700314	0.618954 -0.0364619 0.0169225 0.784398	0.690699 0.0361896 -0.0341217 0.721429	
0.802088 -0.0849224 0.0788201 0.585859	0.765462 -0.0842462 0.074369 0.633592	0.756866 -0.0850943 0.0689431 0.644329	0.683452 -0.029091 0.00602108 0.729391	0.666056 -0.0210503 -0.0185704 0.745374	0.641678 -0.0667832 -0.0536927 0.762172	0.686055 -0.0648677 -0.1279 0.713276	0.676113 0.0450623 0.0886223 0.73006	0.499313 -0.379698 -0.509891 0.588666	-0.601644 0.177506 0.685781 -0.369079	0.722317 -0.197656 -0.572956 0.333033	0.572726 -0.202247 -0.0138223 0.794286	0.518876 0.266223 0.421015 0.694722	0.546292 0.204139 0.498874 0.641106	0.645773 0.134722 0.412422 0.628279	0.756777 -0.0333682 0.139134 0.637822	0.612139 -0.0608183 0.12951 0.777698	0.650889 -0.0788741 0.155601 0.738857	0.713507 -0.0337668 0.0185106 0.699589	0.612296 -0.0359607 0.013772 0.78969	0.690812 0.0364671 -0.0341348 0.721307	
0.802891 -0.0915965 0.0779902 0.583861	0.766931 -0.0888884 0.0754724 0.631047	0.758794 -0.0889458 0.0706948 0.641344	0.683984 -0.0316165 0.00903527 0.728756	0.665808 -0.0240708 -0.0157851 0.745568	0.638734 -0.0714834 -0.0516072 0.76436	0.681909 -0.0689543 -0.128618 0.716731	0.672427 0.0369042 0.0852168 0.734314	0.506752 -0.392431 -0.505586 0.577566	-0.605865 0.209112 0.664155 -0.384835	0.715642 -0.210789 -0.556542 0.365631	0.571035 -0.208947 -0.00502755 0.793873	0.514051 0.25598 0.43529 0.69336	0.538889 0.198426 0.50827 0.641785	0.635183 0.131212 0.421443 0.633807	0.759022 -0.0302444 0.133964 0.636416	0.600585 -0.0589484 0.124041 0.787678	0.654227 -0.0826641 0.162252 0.734049	0.713766 -0.0351674 0.0178883 0.699272	0.606507 -0.0373628 0.0126789 0.794098	0.691083 0.0361997 -0.034476 0.721044	
0.80361 -0.0969893 0.079015 0.58186	0.768255 -0.093608 0.0775315 0.628499	0.760278 -0.0930776 0.0732647 0.638707	0.684308 -0.0348956 0.012714 0.728247	0.665607 -0.0279925 -0.0123205 0.745675	0.636535 -0.0759518 -0.0486546 0.765956	0.678104 -0.0732718 -0.129666 0.719717	0.668573 0.0280895 0.0824869 0.738523	0.515217 -0.405165 -0.499851 0.566164	-0.609092 0.242103 0.640098 -0.400834	0.709978 -0.227737 -0.536587 0.395148	0.568786 -0.214805 0.00504388 0.793924	0.507144 0.245799 0.450641 0.692323	0.52952 0.192927 0.518739 0.642882	0.620702 0.124874 0.430463 0.643302	0.759476 -0.0308493 0.132176 0.636219	0.592537 -0.0604607 0.121518 0.794027	0.656227 -0.0864656 0.166241 0.730926	0.712437 -0.0384149 0.0189974 0.700426	0.602299 -0.0407809 0.0131729 0.797119	0.691523 0.0356898 -0.0348483 0.72063	
0.804398 -0.0993377 0.08183 0.579982	0.769579 -0.0971435 0.0795409 0.626086	0.761784 -0.0962479 0.075736 0.636149	0.684862 -0.0388583 0.0169993 0.727437	0.665887 -0.0328503 -0.0078101 0.745288	0.635133 -0.0806921 -0.0450262 0.766855	0.67457 -0.0775102 -0.130452 0.722447	0.666291 0.0188432 0.0815134 0.740984	0.524248 -0.417326 -0.492494 0.555385	-0.610879 0.275361 0.614105 -0.416987	0.705411 -0.249568 -0.512331 0.421459	0.567863 -0.220576 0.0157916 0.792861	0.497125 0.235554 0.466709 0.692506	0.517489 0.186611 0.531197 0.644369	0.60441 0.11735 0.441202 0.652885	0.757396 -0.0329731 0.130356 0.638961	0.589627 -0.0621462 0.119238 0.796404	0.657063 -0.0882717 0.169575 0.729192	0.70995 -0.0429698 0.0213126 0.702617	0.599152 -0.0456323 0.0147759 0.799197	0.691684 0.0353245 -0.0352772 0.720473	
0.804817 -0.0996704 0.0854038 0.578827	0.770387 -0.0992384 0.08166 0.624489	0.762727 -0.0981483 0.0782648 0.634421	0.685781 -0.04324 0.0222547 0.726182	0.666878 -0.0385091 -0.00199973 0.744169	0.634523 -0.0858855 -0.0406221 0.767042	0.671414 -0.0814831 -0.130702 0.7249	0.666001 0.0100773 0.0837636 0.741165	0.535706 -0.430414 -0.482235 0.543335	0.613479 -0.309646 -0.58465 0.431216	0.69964 -0.276011 -0.485342 0.445831	0.569003 -0.227105 0.0262659 0.789917	0.485905 0.226774 0.482583 0.69252	0.504942 0.180454 0.545085 0.644478	0.588801 0.110157 0.453952 0.659626	0.755318 -0.0317657 0.123271 0.642876	0.588733 -0.0590512 0.112773 0.798241	0.657494 -0.0886154 0.171412 0.728331	0.707852 -0.0472745 0.0229457 0.704403	0.596045 -0.0501451 0.0157114 0.801229	0.690879 0.0354193 -0.0358968 0.721209	
0.804602 -0.0984427 0.0884304 0.578883	0.770718 -0.0991254 0.0836143 0.623841	0.763502 -0.0980778 0.0804571 0.633223	0.687196 -0.0475745 0.0279722 0.724373	0.668492 -0.0444309 0.00458382 0.742377	0.634954 -0.0904214 -0.0354484 0.766421	0.669033 -0.0847519 -0.130763 0.726714	0.666581 0.00198653 0.0890589 0.74009	0.548741 -0.444572 -0.468383 0.530901	0.617516 -0.342689 -0.553344 0.441644	0.69188 -0.304938 -0.455939 0.469504	0.570446 -0.234 0.0355629 0.786493	0.474326 0.219657 0.49799 0.691933	0.492658 0.174707 0.560032 0.642752	0.571606 0.10193 0.470121 0.664728	0.753373 -0.0284976 0.113823 0.64704	0.588059 -0.053431 0.104465 0.800262	0.657263 -0.0883686 0.17135 0.728585	0.706333 -0.0505095 0.0228887 0.705704	0.5929 -0.0533636 0.0150808 0.803365	0.689405 0.0355062 -0.0370334 0.722557	
0.803872 -0.0963018 0.0916153 0.579761	0.770751 -0.0981013 0.0860809 0.623626	0.763958 -0.0972338 0.0830675 0.632466	0.688772 -0.052266 0.0338843 0.722298	0.670342 -0.0506407 0.0113544 0.740235	0.636106 -0.0941506 -0.0297393 0.765259	0.667682 -0.0868423 -0.130336 0.727786	0.667268 -0.00592206 0.0965379 0.738511	0.560927 -0.458381 -0.451623 0.520849	0.621808 -0.371628 -0.522789 0.449377	0.684197 -0.332916 -0.426273 0.489215	0.572021 -0.240693 0.0433589 0.78293	0.463212 0.214251 0.512816 0.690326	0.481383 0.169528 0.575744 0.638787	0.554903 0.0958223 0.489702 0.665652	0.750469 -0.02762 0.107406 0.651535	0.588151 -0.0506458 0.0986606 0.801112	0.656942 -0.0882456 0.170364 0.72912	0.704442 -0.0526035 0.0210157 0.707497	0.590685 -0.0551553 0.0129105 0.804911	0.687752 0.0357722 -0.0385958 0.724036	
0.802903 -0.0935113 0.0945945 0.58108	0.770615 -0.0965428 0.0885691 0.623689	0.764147 -0.0959757 0.0855953 0.632092	0.690319 -0.0572566 0.0397486 0.72014	0.67226 -0.0570749 0.0181492 0.737889	0.63765 -0.0970915 -0.0237487 0.763814	0.667103 -0.087291 -0.129817 0.728355	0.667425 -0.0143077 0.10523 0.737065	0.574864 -0.473008 -0.43136 0.509631	0.628656 -0.398744 -0.490743 0.452733	0.677461 -0.359791 -0.396374 0.504464	0.574016 -0.246546 0.0496513 0.779266	0.452201 0.210138 0.52707 0.688152	0.470764 0.164393 0.592535 0.63266	0.539835 0.0922924 0.511385 0.662228	0.745869 -0.0315824 0.10715 0.656659	0.589517 -0.0536032 0.0980063 0.799995	0.656584 -0.0882627 0.16949 0.729644	0.70145 -0.0546357 0.0190427 0.710367	0.589997 -0.0568335 0.0108461 0.80533	0.686025 0.0357384 -0.0403565 0.725579	
0.801721 -0.0913435 0.0973946 0.582593	0.770321 -0.0953412 0.0911274 0.623868	0.764092 -0.0950668 0.0881593 0.631944	0.691908 -0.0622407 0.045587 0.717852	0.674291 -0.0632893 0.0249073 0.735327	0.639517 -0.0997756 -0.0177241 0.762068	0.667057 -0.0867546 -0.129158 0.728579	0.667593 -0.0236378 0.115375 0.735153	0.589288 -0.487053 -0.408786 0.49841	0.637132 -0.422545 -0.458818 0.452776	0.674851 -0.383212 -0.365268 0.514105	0.576443 -0.251856 0.0547909 0.775423	0.441673 0.207533 0.540438 0.685406	0.461264 0.159312 0.610364 0.623948	0.52526 0.0922033 0.534736 0.655483	0.740075 -0.0388791 0.111206 0.662126	0.59162 -0.0604714 0.101101 0.797563	0.656363 -0.0890707 0.168594 0.729952	0.697127 -0.0575328 0.0179598 0.71441	0.59062 -0.059476 0.00975608 0.804696	0.684191 0.0355561 -0.0413798 0.727259	
0.800146 -0.0904133 0.10024 0.584417	0.769774 -0.0950803 0.0941176 0.624139	0.76392 -0.0948005 0.0914241 0.631728	0.693384 -0.0667244 0.0516509 0.715611	0.676288 -0.0688872 0.0316499 0.732726	0.641938 -0.101435 -0.0120486 0.759922	0.667208 -0.0843642 -0.129554 0.728651	0.66763 -0.0336183 0.126332 0.732926	0.601707 -0.498719 -0.385981 0.49015	0.645436 -0.440664 -0.429846 0.452173	0.678164 -0.401327 -0.334246 0.517021	0.580367 -0.256841 0.0588471 0.770548	0.430722 0.205327 0.553137 0.682904	0.451816 0.153438 0.629353 0.613379	0.516329 0.0964694 0.558735 0.641805	0.733315 -0.0477798 0.116965 0.668046	0.594442 -0.0689446 0.105879 0.79415	0.656864 -0.091998 0.166192 0.72969	0.692001 -0.0596628 0.0153716 0.719262	0.592385 -0.061157 0.00746677 0.803295	0.682185 0.0354182 -0.0421485 0.729104	
0.798167 -0.0907657 0.103285 0.586535	0.769049 -0.0960217 0.0973486 0.624394	0.763715 -0.0954889 0.0951255 0.631326	0.694592 -0.0709373 0.0577718 0.713563	0.67809 -0.0741688 0.0382026 0.730228	0.644789 -0.102917 -0.00638751 0.757373	0.667629 -0.0821858 -0.130148 0.728408	0.667382 -0.0436085 0.137685 0.730577	0.611292 -0.508131 -0.363867 0.485516	0.653336 -0.452798 -0.404882 0.451881	0.684696 -0.41294 -0.305356 0.517136	0.584543 -0.261818 0.0624899 0.765412	0.418212 0.202274 0.56513 0.681771	0.441042 0.145938 0.649307 0.602149	0.507091 0.100636 0.583653 0.626163	0.7259 -0.0578492 0.124286 0.673999	0.597805 -0.0785565 0.11235 0.789833	0.65756 -0.0941847 0.164062 0.729265	0.686777 -0.060987 0.0111265 0.724219	0.594653 -0.0618827 0.00370795 0.801589	0.679228 0.0349314 -0.0428764 0.731841	
0.796023 -0.0922784 0.106335 0.588664	0.768127 -0.0978793 0.100797 0.624692	0.763269 -0.0970181 0.0990658 0.631027	0.695429 -0.0749645 0.0638501 0.711816	0.679577 -0.0791126 0.0446647 0.727957	0.647796 -0.104254 -0.000361581 0.754646	0.668859 -0.0806487 -0.129684 0.727533	0.665904 -0.053174 0.148606 0.72915	0.619727 -0.516748 -0.341354 0.482066	0.662409 -0.460764 -0.382073 0.450478	0.692371 -0.419551 -0.279554 0.516187	0.58813 -0.266471 0.0663864 0.760717	0.40248 0.19676 0.576299 0.683502	0.427233 0.134822 0.671394 0.590361	0.49681 0.101016 0.608715 0.61028	0.718227 -0.0689061 0.132416 0.679609	0.601377 -0.0890311 0.119814 0.784898	0.657969 -0.0968985 0.162152 0.728968	0.682342 -0.0625967 0.00723067 0.728312	0.596492 -0.0630127 0.000175466 0.800141	0.675141 0.0354148 -0.0428152 0.735593	
0.793882 -0.0943337 0.109651 0.590617	0.767105 -0.100205 0.104564 0.62496	0.762729 -0.0989824 0.103301 0.630695	0.695929 -0.0786853 0.0698833 0.710357	0.680692 -0.0835904 0.0509886 0.725997	0.65052 -0.105425 0.00569886 0.752115	0.670544 -0.0789804 -0.128573 0.726362	0.663814 -0.0621922 0.158942 0.728163	0.626598 -0.524813 -0.318739 0.47995	0.672503 -0.464535 -0.361812 0.448373	0.704398 -0.423989 -0.254847 0.509027	0.590766 -0.270464 0.0703957 0.756895	0.384482 0.188536 0.586677 0.687341	0.41089 0.120591 0.694759 0.577874	0.489112 0.10242 0.635798 0.588252	0.710812 -0.081152 0.141669 0.684171	0.60457 -0.100758 0.128466 0.77964	0.657596 -0.100517 0.159756 0.729344	0.67881 -0.0647089 0.00361804 0.731448	0.597789 -0.0647292 -0.00323421 0.79903	0.669972 0.0360399 -0.0425075 0.740291	
0.791605 -0.0969966 0.113681 0.592478	0.765923 -0.102983 0.108934 0.625212	0.761918 -0.101497 0.10799 0.63049	0.696031 -0.0824176 0.0758922 0.709216	0.681397 -0.0878704 0.0571931 0.724366	0.65284 -0.106564 0.0117276 0.749871	0.672539 -0.0767829 -0.126622 0.725095	0.660728 -0.0704505 0.169484 0.727839	0.634156 -0.532717 -0.295194 0.47636	0.684524 -0.466228 -0.341613 0.444252	0.716433 -0.427778 -0.231436 0.500167	0.592668 -0.274633 0.0743878 0.753517	0.365591 0.178626 0.596119 0.692155	0.393199 0.104683 0.718533 0.564045	0.477828 0.101549 0.663335 0.566882	0.704604 -0.0925958 0.149929 0.687372	0.60715 -0.111674 0.136315 0.774801	0.656178 -0.104368 0.156872 0.730704	0.6759 -0.0675754 0.00100065 0.733888	0.598733 -0.0673339 -0.00579487 0.798093	0.664467 0.0365447 -0.0425406 0.74521	
0.789317 -0.100032 0.118236 0.594131	0.764571 -0.106112 0.113672 0.6255	0.760977 -0.104447 0.11292 0.63028	0.695972 -0.0862222 0.0819798 0.708144	0.681853 -0.0921499 0.0634473 0.722882	0.654284 -0.108017 0.0175873 0.748288	0.674407 -0.074526 -0.124277 0.724	0.658228 -0.0774668 0.181364 0.726527	0.642186 -0.5394 -0.272 0.47187	0.697457 -0.465734 -0.322099 0.439201	0.73397 -0.433209 -0.205003 0.48124	0.594216 -0.278879 0.0783363 0.750332	0.345354 0.166187 0.604674 0.698199	0.373359 0.0865483 0.742859 0.548883	0.466719 0.102697 0.692117 0.540926	0.700267 -0.10121 0.154976 0.689467	0.608932 -0.119725 0.141162 0.771324	0.653711 -0.10669 0.154526 0.733076	0.673478 -0.07163 -6.48357e-05 0.735728	0.599278 -0.0712889 -0.00698212 0.79733	0.658561 0.0366907 -0.042901 0.750407	
0.787049 -0.103799 0.122716 0.595584	0.763059 -0.109907 0.118393 0.625815	0.759877 -0.107998 0.11788 0.630101	0.695779 -0.0901875 0.088258 0.707084	0.682052 -0.0965317 0.0699068 0.721526	0.655 -0.109555 0.023308 0.747282	0.675747 -0.0717379 -0.122662 0.723307	0.656897 -0.083441 0.194682 0.723618	0.650202 -0.54411 -0.250323 0.467461	0.710235 -0.463017 -0.304081 0.434414	0.748222 -0.436408 -0.182313 0.465267	0.595412 -0.283489 0.0820029 0.747258	0.325452 0.152287 0.612599 0.703998	0.352852 0.0678654 0.766475 0.532359	0.451297 0.103401 0.719588 0.517526	0.69777 -0.107195 0.157101 0.690613	0.609967 -0.125252 0.143121 0.769265	0.651077 -0.108841 0.152656 0.735492	0.671805 -0.076619 0.000302998 0.736755	0.599206 -0.076305 -0.00693593 0.79692	0.652195 0.0366555 -0.0433267 0.755924	
0.784787 -0.107867 0.127386 0.596864	0.761445 -0.114022 0.123164 0.626123	0.758628 -0.111733 0.123048 0.629967	0.695322 -0.0941784 0.0948434 0.70616	0.681871 -0.100952 0.0767222 0.720399	0.654805 -0.110351 0.028596 0.747152	0.675847 -0.0674056 -0.123206 0.723539	0.656265 -0.0883253 0.208417 0.719776	0.658174 -0.546778 -0.230291 0.463472	0.722426 -0.458541 -0.287419 0.430385	0.759148 -0.435743 -0.164664 0.454652	0.597174 -0.288157 0.085527 0.743663	0.30424 0.134981 0.619833 0.710651	0.329496 0.047055 0.789892 0.515062	0.432129 0.099641 0.746769 0.495654	0.696376 -0.112453 0.158149 0.690945	0.61067 -0.130199 0.143891 0.767741	0.64804 -0.109484 0.15224 0.73816	0.671219 -0.081726 0.000997237 0.73674	0.598369 -0.0814525 -0.00675325 0.797041	0.646166 0.0355888 -0.0449944 0.761038	
0.782856 -0.112114 0.132096 0.597594	0.759797 -0.118488 0.127899 0.626347	0.757144 -0.115829 0.128196 0.629986	0.694571 -0.0984179 0.101626 0.705377	0.681379 -0.105537 0.0839191 0.719404	0.654198 -0.112165 0.0343635 0.74717	0.67542 -0.0647893 -0.122037 0.724374	0.654775 -0.0921403 0.222269 0.716503	0.666188 -0.548194 -0.211296 0.459381	0.734803 -0.452093 -0.272045 0.426226	0.770664 -0.431052 -0.147189 0.445653	0.599383 -0.292272 0.0894839 0.739804	0.284376 0.117274 0.625976 0.716611	0.306498 0.0261059 0.812859 0.494609	0.410361 0.102261 0.767429 0.48187	0.695211 -0.117758 0.159316 0.690965	0.611185 -0.135289 0.144725 0.766293	0.645129 -0.109254 0.152582 0.740669	0.671403 -0.0864325 0.00130541 0.736034	0.597257 -0.0861552 -0.00703983 0.797378	0.63941 0.0409945 -0.0442016 0.766499	
0.781293 -0.116145 0.136603 0.597856	0.758154 -0.122939 0.132396 0.626546	0.75554 -0.12003 0.133006 0.630128	0.693695 -0.102972 0.108333 0.70459	0.680616 -0.110457 0.0912538 0.718494	0.652924 -0.114093 0.0401901 0.747701	0.674215 -0.0626579 -0.120257 0.725979	0.653281 -0.0950795 0.235584 0.713221	0.674366 -0.548175 -0.193434 0.455322	0.746839 -0.444406 -0.25752 0.422395	0.781451 -0.422498 -0.130776 0.440144	0.600374 -0.298428 0.0929839 0.736102	0.266028 0.100787 0.631047 0.7217	0.28438 0.00755336 0.833522 0.473616	0.388692 0.101419 0.789056 0.464783	0.694099 -0.122924 0.160629 0.690879	0.611517 -0.140301 0.145697 0.764941	0.6434 -0.110556 0.152063 0.742085	0.672286 -0.0905818 0.00153417 0.734728	0.595648 -0.0902831 -0.00750848 0.79812	0.633281 0.0465879 -0.043578 0.771288	
0.780283 -0.11987 0.141328 0.597341	0.756654 -0.127253 0.137108 0.626485	0.754091 -0.124166 0.137967 0.629996	0.692697 -0.107861 0.114985 0.703786	0.679641 -0.115758 0.0984474 0.717632	0.65113 -0.116104 0.0459398 0.748625	0.672307 -0.0606897 -0.118821 0.72815	0.651821 -0.097591 0.247892 0.710039	0.682804 -0.546832 -0.176605 0.451181	0.758615 -0.435604 -0.243733 0.418745	0.792737 -0.413538 -0.114213 0.433024	0.601216 -0.305013 0.0971389 0.732168	0.250258 0.0865181 0.635601 0.725187	0.264664 -0.0082145 0.852081 0.451491	0.369361 0.10489 0.810547 0.442249	0.692781 -0.127861 0.161797 0.691034	0.611942 -0.145002 0.146632 0.763545	0.642572 -0.112073 0.15116 0.74276	0.673647 -0.0938941 0.00102763 0.733064	0.593353 -0.0934874 -0.0087899 0.799446	0.628539 0.0468901 -0.0448539 0.775066	
0.779695 -0.12277 0.145833 0.596436	0.755598 -0.130362 0.141572 0.626126	0.752681 -0.127265 0.142547 0.630044	0.691663 -0.112536 0.121352 0.703002	0.678542 -0.121014 0.105412 0.716816	0.648751 -0.118127 0.0514455 0.750014	0.669879 -0.0589538 -0.11764 0.730717	0.650491 -0.0997884 0.259075 0.706954	0.691448 -0.544417 -0.160672 0.446871	0.770345 -0.425511 -0.230781 0.415029	0.80469 -0.403915 -0.0972994 0.424098	0.601775 -0.312413 0.102142 0.727896	0.235761 0.0730162 0.63972 0.727904	0.245777 -0.0225395 0.86919 0.428478	0.350838 0.111527 0.831213 0.416605	0.691201 -0.132937 0.163204 0.691327	0.61233 -0.149817 0.14786 0.762066	0.642258 -0.113195 0.150188 0.743058	0.675322 -0.0973706 0.000981517 0.731067	0.59051 -0.096884 -0.00977099 0.801134	0.624694 0.0451302 -0.0471701 0.778136	
0.779343 -0.125415 0.150313 0.595232	0.754755 -0.133088 0.146118 0.625525	0.751527 -0.129925 0.147273 0.629792	0.690589 -0.116961 0.127575 0.702234	0.677307 -0.125994 0.112047 0.716119	0.6458 -0.120052 0.0567226 0.751873	0.66686 -0.0573628 -0.116642 0.733759	0.649551 -0.101737 0.269063 0.703803	0.700346 -0.54109 -0.145443 0.442248	0.782139 -0.414152 -0.21851 0.411085	0.816086 -0.393218 -0.0816255 0.415596	0.602778 -0.320096 0.107239 0.722978	0.222414 0.0596379 0.644069 0.729486	0.227461 -0.035862 0.884882 0.404919	0.33069 0.117039 0.850034 0.392924	0.689584 -0.138607 0.165386 0.69131	0.612285 -0.155384 0.149734 0.76062	0.642503 -0.114054 0.149298 0.742894	0.677432 -0.101067 0.00126666 0.728608	0.587055 -0.100515 -0.0106266 0.803212	0.621335 0.0431061 -0.0499532 0.780762	
0.779031 -0.127617 0.154627 0.594066	0.753931 -0.135253 0.150508 0.625013	0.750381 -0.132089 0.151768 0.629641	0.689348 -0.121017 0.133348 0.701692	0.675924 -0.130651 0.118179 0.715605	0.64271 -0.121662 0.0617016 0.753867	0.662953 -0.0564427 -0.115764 0.7375	0.648532 -0.103808 0.277643 0.701102	0.708349 -0.53771 -0.130992 0.438122	0.794305 -0.399961 -0.208465 0.407004	0.828203 -0.381617 -0.0652293 0.405207	0.603945 -0.327407 0.11232 0.717941	0.208463 0.0448668 0.647933 0.731241	0.207421 -0.0494608 0.90001 0.380148	0.31262 0.121817 0.866199 0.370309	0.687892 -0.14339 0.166269 0.691808	0.612679 -0.159812 0.150553 0.759222	0.643857 -0.11503 0.148665 0.741697	0.680465 -0.105218 0.00231565 0.725183	0.582601 -0.104657 -0.0110991 0.805916	0.618391 0.0414689 -0.0522983 0.783031	
