Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
-31.3252 32.8622 9.46261	-28.93 34.8757 8.48895	-27.7603 38.2938 8.08271	-27.0329 41.8485 7.85459	-27.278 45.4711 8.03918	-29.5629 54.7527 9.28972	-31.7601 59.2294 9.63616	-30.2576 51.3326 8.51393	-33.1329 52.5051 3.72792	-35.5452 41.8772 0.477171	-40.5356 41.8857 7.5373	-28.9232 51.4093 10.3825	-27.177 53.5363 15.38	-22.0598 44.3595 19.7321	-30.4137 45.5994 17.8816	-32.9563 31.9891 6.43258	-36.9775 17.6575 5.45866	-35.1071 3.31082 2.43314	-30.2875 31.8463 12.7022	-30.13 17.0198 14.3357	-25.198 3.33286 11.7241	
-31.2981 32.8178 9.40819	-28.9052 34.8252 8.41663	-27.7348 38.2435 8.01399	-27.0068 41.7987 7.79542	-27.2511 45.4192 8.01791	-29.5328 54.6847 9.38802	-31.7247 59.1594 9.78932	-30.2303 51.2735 8.5763	-33.1356 52.512 3.82512	-35.5202 41.9114 0.466535	-40.4858 41.8193 7.54351	-28.8861 51.3291 10.4386	-27.1107 53.3903 15.4533	-21.9691 44.1262 19.5862	-30.3371 45.3703 17.8033	-32.9417 31.933 6.38827	-37.1293 17.6466 5.45145	-35.1024 3.32369 2.41405	-30.2487 31.815 12.6481	-30.15 16.9931 14.3271	-25.1805 3.31912 11.7186	
-31.2781 32.777 9.33454	-28.8905 34.7822 8.32592	-27.7215 38.2015 7.92703	-26.995 41.7576 7.71828	-27.2389 45.3754 7.98162	-29.5133 54.6227 9.48047	-31.7023 59.094 9.93256	-30.2159 51.2211 8.63379	-33.1667 52.5289 3.92947	-35.5464 41.9642 0.456074	-40.4748 41.7645 7.55683	-28.8567 51.2552 10.4857	-27.0447 53.2429 15.517	-21.8949 43.8816 19.4139	-30.2743 45.1481 17.7016	-32.9371 31.885 6.32523	-37.2796 17.6415 5.4418	-35.1043 3.34069 2.40318	-30.2119 31.7819 12.5713	-30.1862 16.9673 14.3155	-25.1685 3.30998 11.7117	
-31.2691 32.7406 9.24436	-28.8855 34.7448 8.22438	-27.7191 38.1656 7.83039	-26.9966 41.723 7.63103	-27.2404 45.3376 7.93421	-29.5042 54.5661 9.56028	-31.6916 59.0322 10.0676	-30.2135 51.174 8.68174	-33.2205 52.551 4.03312	-35.6226 42.0296 0.445765	-40.4905 41.7376 7.58496	-28.8365 51.1877 10.5206	-26.9767 53.0995 15.564	-21.8399 43.6267 19.1999	-30.2316 44.933 17.5803	-32.9418 31.8479 6.2428	-37.4146 17.6408 5.42635	-35.1102 3.35825 2.39686	-30.1887 31.7463 12.4767	-30.2383 16.9418 14.3045	-25.1657 3.30475 11.7013	
-31.2715 32.7047 9.14251	-28.8893 34.7079 8.11713	-27.7277 38.1311 7.73083	-27.0138 41.6909 7.54255	-27.259 45.3022 7.88243	-29.5109 54.5118 9.62693	-31.6948 58.9731 10.1897	-30.2273 51.1287 8.72007	-33.2933 52.5723 4.13059	-35.7522 42.1001 0.439287	-40.5398 41.738 7.62939	-28.8322 51.124 10.5454	-26.9129 52.9577 15.5954	-21.7861 43.38 18.96	-30.1913 44.7274 17.4479	-32.9543 31.8166 6.14529	-37.5338 17.6397 5.39798	-35.1191 3.37158 2.38641	-30.1819 31.7062 12.3705	-30.313 16.9142 14.2933	-25.1716 3.30314 11.6889	
-31.2792 32.6609 9.03567	-28.8981 34.6649 8.00952	-27.7451 38.0922 7.63323	-27.0456 41.6554 7.45691	-27.2941 45.2635 7.8275	-29.5356 54.456 9.67315	-31.7124 58.9136 10.2891	-30.2581 51.0804 8.74307	-33.3828 52.5919 4.21533	-35.932 42.1663 0.454144	-40.6073 41.7874 7.71687	-28.8467 51.0607 10.5556	-26.8628 52.8201 15.607	-21.7363 43.1511 18.7006	-30.1581 44.5225 17.3066	-32.9694 31.7808 6.04024	-37.641 17.6306 5.35982	-35.1281 3.37407 2.3739	-30.1829 31.6542 12.2588	-30.4185 16.8784 14.2929	-25.1839 3.30517 11.6767	
-31.292 32.6102 8.93183	-28.9121 34.6161 7.90672	-27.7691 38.0476 7.53912	-27.0864 41.6146 7.37226	-27.3404 45.2198 7.76614	-29.5761 54.3969 9.69359	-31.7461 58.8507 10.3591	-30.3029 51.0268 8.74726	-33.4867 52.6057 4.28418	-36.1516 42.2282 0.470417	-40.7163 41.868 7.80413	-28.8754 50.9966 10.547	-26.8222 52.6855 15.5948	-21.7038 42.9326 18.4272	-30.1423 44.3233 17.1591	-32.9907 31.7421 5.93765	-37.7493 17.6181 5.31858	-35.1341 3.37567 2.35333	-30.1882 31.5911 12.1485	-30.5476 16.8363 14.3127	-25.2081 3.31007 11.6654	
-31.3107 32.5497 8.83959	-28.9322 34.5573 7.81426	-27.7994 37.9929 7.45243	-27.1346 41.5634 7.2908	-27.3967 45.1665 7.69902	-29.634 54.331 9.68361	-31.8023 58.7792 10.391	-30.3625 50.9629 8.73154	-33.6072 52.5949 4.33188	-36.4206 42.2653 0.494876	-40.8632 41.9892 7.90683	-28.9172 50.9291 10.517	-26.7931 52.5542 15.5564	-21.6989 42.7207 18.1431	-30.1544 44.119 17.0039	-33.0201 31.6948 5.84778	-37.8634 17.5976 5.27572	-35.1424 3.37027 2.33348	-30.197 31.5171 12.0486	-30.6731 16.7874 14.3559	-25.2345 3.31161 11.6534	
-31.3388 32.4876 8.76377	-28.9602 34.4953 7.73911	-27.8345 37.9333 7.37813	-27.1863 41.5068 7.21505	-27.4617 45.1083 7.62784	-29.7169 54.2625 9.63982	-31.8924 58.703 10.3731	-30.4411 50.8917 8.69376	-33.7475 52.5543 4.35186	-36.7446 42.27 0.532274	-41.0456 42.1545 8.03146	-28.9772 50.8633 10.4641	-26.7894 52.447 15.4894	-21.7029 42.5488 17.8332	-30.1834 43.8958 16.8246	-33.0573 31.6454 5.77353	-37.9981 17.581 5.22968	-35.1571 3.37185 2.313	-30.2183 31.4425 11.9663	-30.7778 16.7379 14.4115	-25.2588 3.3091 11.6393	
-31.3641 32.4225 8.71838	-28.9861 34.4309 7.69358	-27.8657 37.8699 7.32512	-27.231 41.4452 7.14824	-27.5272 45.0461 7.55188	-29.8272 54.1918 9.55161	-32.0189 58.6231 10.2921	-30.5368 50.8124 8.62523	-33.9048 52.4832 4.33419	-37.1184 42.2411 0.577604	-41.2688 42.3418 8.16136	-29.0556 50.801 10.3813	-26.8116 52.3651 15.388	-21.7413 42.4218 17.5702	-30.2416 43.6954 16.6363	-33.0865 31.5851 5.72909	-38.1511 17.5647 5.18604	-35.1779 3.37879 2.28813	-30.2399 31.3726 11.9181	-30.879 16.6896 14.4709	-25.278 3.30993 11.6265	
-31.36 32.3454 8.69875	-28.9871 34.3605 7.67526	-27.8819 37.8032 7.29651	-27.2707 41.3817 7.10068	-27.6006 44.9825 7.47785	-29.98 54.1219 9.41236	-32.1947 58.5458 10.1289	-30.6615 50.7273 8.52156	-34.0829 52.3833 4.26717	-37.5383 42.1699 0.649882	-41.5241 42.5767 8.31129	-29.1676 50.7468 10.2668	-26.8799 52.3267 15.2486	-21.7904 42.3725 17.334	-30.3103 43.5411 16.4427	-33.0795 31.5045 5.70874	-38.3128 17.547 5.14766	-35.206 3.38914 2.25257	-30.2337 31.2972 11.8983	-31.0012 16.6347 14.5319	-25.2992 3.31465 11.6091	
-31.3115 32.2481 8.70027	-28.9474 34.2767 7.68317	-27.8745 37.7285 7.29459	-27.3065 41.3129 7.078	-27.6836 44.9136 7.40868	-30.1743 54.0497 9.21461	-32.4224 58.4662 9.86986	-30.8149 50.6335 8.37769	-34.2856 52.2473 4.14701	-38.0017 42.0481 0.754735	-41.818 42.8561 8.47049	-29.3149 50.6987 10.1166	-26.9988 52.3344 15.0671	-21.8447 42.4122 17.1467	-30.3819 43.4625 16.2732	-33.0219 31.4022 5.70644	-38.472 17.5292 5.11177	-35.2372 3.40194 2.20742	-30.1851 31.2016 11.9003	-31.1534 16.5676 14.6248	-25.3285 3.32504 11.5943	
-31.2382 32.1299 8.72981	-28.8774 34.1681 7.72412	-27.8458 37.6314 7.32605	-27.3383 41.2234 7.0873	-27.7755 44.8231 7.34907	-30.4077 53.9565 8.95688	-32.7032 58.3623 9.51186	-30.9953 50.5133 8.19503	-34.5161 52.0447 3.97526	-38.4976 41.8484 0.889349	-42.1562 43.173 8.61005	-29.496 50.6397 9.93115	-27.1807 52.3852 14.8445	-21.8976 42.5507 17.0151	-30.4524 43.4779 16.1754	-32.9334 31.2807 5.72832	-38.6087 17.5015 5.06359	-35.2614 3.40473 2.13877	-30.1208 31.0846 11.9333	-31.3122 16.4837 14.7459	-25.3573 3.33033 11.5825	
-31.1579 32.009 8.80373	-28.7906 34.0451 7.80932	-27.8012 37.5183 7.39146	-27.3607 41.1167 7.11833	-27.8694 44.7125 7.28807	-30.6764 53.8359 8.63612	-33.0392 58.2206 9.05983	-31.1974 50.3623 7.96975	-34.777 51.7675 3.75542	-39.0142 41.5646 1.05643	-42.5547 43.5205 8.69771	-29.7045 50.5654 9.70404	-27.4288 52.4855 14.5706	-21.9405 42.8151 16.9585	-30.5131 43.6086 16.1641	-32.8296 31.1487 5.79221	-38.7124 17.4611 5.04376	-35.274 3.38989 2.10169	-30.0646 30.975 12.0192	-31.4325 16.4021 14.8957	-25.3693 3.33672 11.577	
-31.0658 31.8922 8.92017	-28.6866 33.9216 7.94032	-27.7399 37.4024 7.48815	-27.3661 41.004 7.16284	-27.957 44.5908 7.21917	-30.9779 53.6867 8.25422	-33.4225 58.0385 8.52703	-31.4163 50.182 7.70084	-35.0575 51.408 3.4834	-39.5126 41.1805 1.27222	-43.019 43.8168 8.72239	-29.9365 50.4763 9.43335	-27.7426 52.6343 14.2373	-21.9874 43.2187 16.9871	-30.5761 43.8489 16.2215	-32.6976 31.0067 5.89414	-38.7833 17.4134 5.05556	-35.2696 3.35962 2.11887	-30.0141 30.8849 12.1579	-31.5223 16.3302 15.0565	-25.3763 3.34485 11.58	
-30.9426 31.7818 9.07003	-28.5543 33.8123 8.11501	-27.6568 37.3002 7.61919	-27.3528 40.9018 7.2276	-28.0377 44.4714 7.14998	-31.3106 53.5146 7.81405	-33.851 57.8186 7.91456	-31.6501 49.9806 7.39309	-35.334 50.9877 3.15479	-39.9245 40.7063 1.55474	-43.5902 43.9577 8.67798	-30.1922 50.3812 9.12278	-28.1141 52.8312 13.8374	-22.0582 43.7733 17.0961	-30.6584 44.2007 16.3195	-32.5138 30.8598 6.02286	-38.8159 17.3707 5.10513	-35.2556 3.3289 2.16716	-29.9473 30.8105 12.3365	-31.6118 16.2699 15.2202	-25.3852 3.36486 11.5917	
-30.781 31.6821 9.23987	-28.3937 33.7277 8.31511	-27.5548 37.2233 7.77246	-27.3281 40.8223 7.3111	-28.1145 44.3646 7.08559	-31.6541 53.328 7.33263	-34.2881 57.5757 7.24996	-31.887 49.7709 7.06053	-35.5777 50.5231 2.77552	-40.2148 40.1785 1.8663	-44.3476 43.7749 8.55481	-30.4587 50.2874 8.78423	-28.5302 53.061 13.3817	-22.1868 44.4533 17.2559	-30.7906 44.6501 16.4276	-32.2783 30.7146 6.1697	-38.7945 17.3313 5.19851	-35.2395 3.29856 2.21136	-29.8449 30.7527 12.5359	-31.7053 16.229 15.3849	-25.4068 3.40149 11.6083	
-30.6005 31.5998 9.42822	-28.2246 33.6692 8.52729	-27.4487 37.1715 7.93665	-27.3045 40.7658 7.41036	-28.1905 44.2714 7.0316	-31.9818 53.1325 6.83613	-34.705 57.3156 6.5628	-32.112 49.5616 6.72275	-35.7657 50.013 2.3644	-40.406 39.6314 2.19292	-45.319 43.1607 8.37002	-30.719 50.1954 8.43614	-28.9701 53.3005 12.8912	-22.3971 45.2042 17.4283	-30.993 45.1572 16.5023	-32.0244 30.5786 6.34057	-38.7409 17.297 5.33912	-35.2302 3.27647 2.24424	-29.7154 30.7187 12.7515	-31.7707 16.2089 15.5368	-25.4256 3.4409 11.6385	
-30.4224 31.5428 9.63123	-28.0661 33.6399 8.7429	-27.3483 37.1463 8.10503	-27.2786 40.7341 7.52192	-28.2527 44.197 6.99615	-32.2647 52.9399 6.365	-35.0688 57.0519 5.8992	-32.3023 49.3652 6.40319	-35.8773 49.4701 1.95833	-40.5695 39.1236 2.47917	-46.4458 42.0368 8.1123	-30.9529 50.1074 8.10793	-29.4128 53.5198 12.4128	-22.6951 45.9391 17.5844	-31.2686 45.6685 16.5022	-31.7784 30.4601 6.53401	-38.6608 17.2648 5.51721	-35.2231 3.2595 2.27505	-29.578 30.7178 12.9794	-31.7642 16.2078 15.6616	-25.4119 3.46847 11.682	
-30.2642 31.5216 9.84439	-27.9292 33.6448 8.96202	-27.2556 37.1516 8.27967	-27.2377 40.7317 7.64762	-28.2857 44.1507 6.99254	-32.4936 52.7623 5.95975	-35.3717 56.7956 5.29794	-32.4453 49.1915 6.12717	-35.9101 48.9298 1.60223	-40.7197 38.6808 2.68133	-47.4553 40.5209 7.77984	-31.152 50.0279 7.8317	-29.8447 53.6912 12.0054	-23.0664 46.5804 17.7351	-31.5975 46.1363 16.4041	-31.5578 30.3768 6.74279	-38.5363 17.2312 5.73785	-35.2065 3.24154 2.32006	-29.455 30.754 13.2148	-31.6717 16.2236 15.7586	-25.3845 3.47471 11.7069	
-30.1377 31.5342 10.0437	-27.8214 33.6805 9.16782	-27.1801 37.1864 8.45027	-27.1943 40.7597 7.78087	-28.3047 44.1375 7.02296	-32.6914 52.6112 5.64961	-35.6164 56.5744 4.79732	-32.5617 49.0486 5.91845	-35.9056 48.4488 1.3351	-40.7705 38.2607 2.70415	-48.0213 38.9986 7.35508	-31.3304 49.9632 7.62879	-30.251 53.8214 11.6905	-23.4887 47.0847 17.8733	-31.9528 46.5171 16.2043	-31.3743 30.337 6.93863	-38.3755 17.1992 5.99106	-35.1922 3.2298 2.35783	-29.3621 30.8155 13.4327	-31.5278 16.2538 15.8373	-25.3444 3.47228 11.729	
-30.034 31.5776 10.2231	-27.7346 33.7433 9.35029	-27.1247 37.2489 8.60472	-27.1694 40.8163 7.90601	-28.3372 44.1564 7.07101	-32.883 52.4986 5.43487	-35.8176 56.4137 4.41089	-32.6796 48.9461 5.78173	-35.9154 48.0871 1.16221	-40.5635 37.7927 2.48867	-48.0273 37.8472 6.85202	-31.5025 49.9237 7.49534	-30.6206 53.9349 11.4553	-23.9175 47.4625 17.9757	-32.2953 46.8043 15.9439	-31.2293 30.3415 7.11715	-38.1901 17.1779 6.23331	-35.1856 3.22986 2.37265	-29.2803 30.8949 13.6246	-31.3682 16.3035 15.9153	-25.3109 3.47901 11.7534	
-29.9655 31.643 10.3736	-27.6825 33.8229 9.49329	-27.1014 37.3289 8.72652	-27.1753 40.8918 8.00726	-28.3934 44.1995 7.11714	-33.0672 52.4316 5.29474	-35.9895 56.3172 4.13246	-32.8045 48.8892 5.69979	-35.9389 47.8594 1.0454	-40.0943 37.3298 2.14022	-47.6271 37.1836 6.38117	-31.6666 49.9143 7.41213	-30.9589 54.0343 11.2946	-24.335 47.7341 18.06	-32.6137 47.003 15.6774	-31.149 30.3847 7.27201	-38.0115 17.1679 6.4135	-35.1797 3.2295 2.39101	-29.2089 30.9804 13.7784	-31.2049 16.3662 16.005	-25.296 3.49427 11.777	
-29.9353 31.7227 10.493	-27.6701 33.9136 9.5942	-27.1064 37.4191 8.81238	-27.1943 40.9795 8.08253	-28.4497 44.2636 7.15757	-33.2187 52.4124 5.21174	-36.1231 56.2787 3.94468	-32.9104 48.8777 5.64991	-35.9199 47.7458 0.93712	-39.4839 36.9813 1.81026	-47.052 36.8988 5.9895	-31.8071 49.9333 7.36638	-31.2775 54.116 11.2099	-24.6951 47.9047 18.0969	-32.8802 47.0943 15.4331	-31.1385 30.4592 7.40111	-37.8576 17.1696 6.53271	-35.1756 3.23276 2.40349	-29.1473 31.0632 13.8912	-31.0442 16.4329 16.0984	-25.2918 3.51312 11.8009	
-29.9342 31.8053 10.5852	-27.6869 34.0058 9.66528	-27.1262 37.51 8.87564	-27.2075 41.0704 8.14487	-28.482 44.3426 7.20415	-33.306 52.4409 5.1846	-36.2017 56.2872 3.83933	-32.9668 48.9094 5.62588	-35.8083 47.7162 0.824774	-38.8756 36.7928 1.60622	-46.4943 36.8413 5.69302	-31.9033 49.9756 7.36081	-31.5487 54.1792 11.2017	-25.0007 47.9859 18.1374	-33.0949 47.0921 15.2331	-31.1734 30.5494 7.50442	-37.7278 17.1817 6.57702	-35.1717 3.23272 2.40898	-29.1009 31.1359 13.9706	-30.9028 16.4923 16.169	-25.2867 3.52976 11.8203	
-29.955 31.8831 10.648	-27.7179 34.0911 9.72117	-27.1471 37.5943 8.93474	-27.207 41.1567 8.21178	-28.4816 44.427 7.26422	-33.3191 52.5048 5.19519	-36.2124 56.3364 3.80376	-32.9645 48.9729 5.6213	-35.6236 47.7464 0.725082	-38.3787 36.7402 1.50684	-46.0509 36.9013 5.48942	-31.9448 50.0352 7.38472	-31.7396 54.2386 11.2368	-25.2594 48.0074 18.2024	-33.2631 47.0252 15.0837	-31.2183 30.642 7.57096	-37.6207 17.2076 6.5503	-35.1698 3.23214 2.40819	-29.0929 31.1967 14.0228	-30.8005 16.5373 16.191	-25.278 3.53772 11.833	
-29.9922 31.9458 10.6775	-27.7519 34.1582 9.76911	-27.1632 37.6621 8.99876	-27.2003 41.2281 8.29204	-28.4592 44.5037 7.34194	-33.2695 52.5877 5.23448	-36.1575 56.4191 3.83132	-32.9165 49.0534 5.64123	-35.4259 47.8189 0.668603	-38.0182 36.7743 1.46643	-45.7342 37.0381 5.35767	-31.9356 50.1043 7.43323	-31.8408 54.3045 11.2929	-25.5044 47.9983 18.3229	-33.4005 46.9336 14.9662	-31.2456 30.7205 7.59021	-37.5365 17.2419 6.46389	-35.1676 3.22762 2.4059	-29.141 31.2423 14.0516	-30.7582 16.5633 16.1556	-25.2727 3.5365 11.8323	
-30.0376 31.9893 10.6822	-27.7825 34.2036 9.81592	-27.175 37.7098 9.07126	-27.1938 41.2797 8.38389	-28.4258 44.5654 7.43326	-33.1777 52.6764 5.29726	-36.0494 56.5271 3.91357	-32.8418 49.1387 5.68851	-35.2577 47.9243 0.664893	-37.7641 36.8584 1.44151	-45.5036 37.2423 5.27583	-31.8866 50.176 7.50224	-31.8655 54.372 11.3676	-25.7322 47.9703 18.4908	-33.5044 46.8572 14.8709	-31.2474 30.7786 7.57186	-37.4705 17.2779 6.33825	-35.1687 3.22001 2.3943	-29.2358 31.2704 14.0652	-30.7691 16.5694 16.0766	-25.2757 3.52463 11.8181	
-30.0922 32.0213 10.6717	-27.815 34.2338 9.86034	-27.1871 37.7429 9.14686	-27.1892 41.3165 8.47868	-28.3878 44.6148 7.52941	-33.062 52.7665 5.3765	-35.9063 56.6524 4.0355	-32.7541 49.2251 5.75677	-35.1241 48.0513 0.701719	-37.5747 36.969 1.41941	-45.3149 37.4917 5.23583	-31.8112 50.2485 7.58476	-31.812 54.4389 11.4563	-25.9711 47.9235 18.7209	-33.5935 46.8145 14.7942	-31.2421 30.8267 7.53255	-37.4236 17.3163 6.20088	-35.1683 3.21726 2.37857	-29.36 31.286 14.0669	-30.8253 16.5643 15.9748	-25.2909 3.51088 11.7966	
-30.151 32.049 10.6566	-27.849 34.2562 9.90276	-27.1951 37.7668 9.22118	-27.1723 41.3435 8.56996	-28.3353 44.656 7.6254	-32.9279 52.854 5.47297	-35.7416 56.7805 4.18688	-32.6515 49.3087 5.8412	-35.0019 48.1903 0.764467	-37.4075 37.0927 1.3924	-45.1212 37.7708 5.23803	-31.713 50.3172 7.6797	-31.7086 54.489 11.5712	-26.2531 47.8406 19.0128	-33.7168 46.8478 14.7635	-31.2429 30.876 7.48868	-37.3891 17.3597 6.05628	-35.1764 3.22171 2.35515	-29.49 31.2927 14.0617	-30.9063 16.5532 15.8663	-25.3148 3.49678 11.7744	
-30.2115 32.0728 10.6243	-27.8866 34.2728 9.92168	-27.1994 37.7835 9.27385	-27.1407 41.3635 8.64374	-28.2655 44.6932 7.71368	-32.7717 52.9469 5.59142	-35.5489 56.9206 4.37272	-32.5292 49.3967 5.93644	-34.8678 48.3492 0.839188	-37.2342 37.2374 1.35616	-44.8858 38.0707 5.2941	-31.5928 50.3839 7.78752	-31.5924 54.53 11.7065	-26.6038 47.7522 19.3559	-33.8974 46.966 14.7806	-31.2593 30.9266 7.4318	-37.3651 17.3994 5.93155	-35.1869 3.22975 2.33246	-29.608 31.2903 14.0342	-30.9926 16.5389 15.7646	-25.3362 3.48267 11.7623	
-30.275 32.0959 10.5708	-27.928 34.2842 9.90603	-27.2021 37.7935 9.29375	-27.0999 41.3776 8.69268	-28.1829 44.7288 7.7909	-32.5949 53.0493 5.73248	-35.3292 57.0747 4.58886	-32.388 49.4931 6.03617	-34.702 48.5397 0.909281	-37.0032 37.4097 1.31723	-44.5506 38.4127 5.41373	-31.458 50.449 7.90678	-31.4907 54.5487 11.8741	-27.1169 47.6893 19.8212	-34.1957 47.1872 14.8827	-31.2994 30.9788 7.36041	-37.358 17.4324 5.8434	-35.1943 3.2407 2.32294	-29.7105 31.2861 13.981	-31.0709 16.5284 15.677	-25.3498 3.47436 11.7604	
-30.3314 32.1101 10.493	-27.9621 34.2798 9.84672	-27.1961 37.7868 9.27115	-27.0505 41.3757 8.70925	-28.0881 44.7538 7.85578	-32.3944 53.1559 5.90806	-35.0812 57.2337 4.83974	-32.225 49.5926 6.14306	-34.4898 48.784 0.969584	-36.6753 37.6264 1.2384	-44.0435 38.8665 5.58826	-31.3104 50.502 8.04423	-31.4132 54.5417 12.0715	-27.8631 47.7137 20.4449	-34.7051 47.5216 15.1629	-31.3544 31.0171 7.27389	-37.3979 17.46 5.7916	-35.204 3.26011 2.32361	-29.7868 31.2796 13.9015	-31.1176 16.5207 15.6102	-25.3559 3.46411 11.7622	
-30.3716 32.1092 10.3758	-27.9822 34.2555 9.72516	-27.1797 37.7601 9.18596	-26.9949 41.3548 8.67481	-27.9818 44.7665 7.89807	-32.1672 53.2696 6.1338	-34.8046 57.398 5.13923	-32.0394 49.6992 6.2656	-34.2327 49.0875 1.03459	-36.2418 37.8937 1.0879	-43.3135 39.4859 5.80019	-31.1455 50.542 8.20688	-31.3719 54.5265 12.2838	-28.8904 47.8995 21.1868	-35.5385 47.9424 15.6596	-31.4185 31.0347 7.15816	-37.5198 17.4931 5.77357	-35.2241 3.30175 2.33653	-29.8223 31.265 13.7801	-31.1201 16.5129 15.5712	-25.3495 3.44803 11.765	
-30.4001 32.0918 10.2196	-27.9951 34.2088 9.53167	-27.1614 37.7108 9.02372	-26.9389 41.3115 8.57383	-27.8666 44.7627 7.9058	-31.911 53.3855 6.41486	-34.4992 57.5636 5.50228	-31.8327 49.8112 6.40817	-33.9392 49.4432 1.11898	-35.7443 38.217 0.891436	-42.3759 40.2693 6.04504	-30.9577 50.565 8.39415	-31.3649 54.5168 12.4888	-30.1407 48.2829 21.9216	-36.7706 48.3286 16.3726	-31.5103 31.0307 7.01876	-37.7513 17.5383 5.78562	-35.2568 3.3737 2.37667	-29.8081 31.2404 13.6149	-31.0826 16.5071 15.5702	-25.3329 3.43147 11.7692	
-30.4389 32.065 10.0289	-28.0231 34.1432 9.26486	-27.1542 37.6404 8.78284	-26.8843 41.2461 8.40508	-27.7423 44.7393 7.87699	-31.6293 53.4886 6.74866	-34.1705 57.7144 5.9282	-31.607 49.918 6.57114	-33.6102 49.8337 1.22991	-35.28 38.5979 0.675751	-41.3035 41.1819 6.31405	-30.7484 50.5614 8.60256	-31.3816 54.5082 12.6732	-31.5195 48.834 22.5283	-38.4273 48.6331 17.333	-31.6629 31.0186 6.86491	-38.0771 17.5932 5.80011	-35.302 3.46655 2.45129	-29.7568 31.2073 13.4057	-31.0308 16.5109 15.621	-25.3203 3.43079 11.7767	
-30.484 32.026 9.7996	-28.0662 34.0621 8.9351	-27.1621 37.5539 8.47976	-26.8344 41.1627 8.18693	-27.6099 44.6961 7.82544	-31.3216 53.5663 7.13568	-33.8271 57.8314 6.41481	-31.3616 50.0112 6.76003	-33.2403 50.2575 1.37876	-34.8724 39.0387 0.476612	-40.1599 42.1816 6.55233	-30.5198 50.5248 8.83502	-31.4011 54.4758 12.8552	-32.9751 49.4052 22.9126	-40.4459 48.8964 18.5908	-31.8532 30.9983 6.68948	-38.4642 17.653 5.84457	-35.3647 3.58765 2.5222	-29.68 31.1594 13.1472	-30.9636 16.5178 15.6947	-25.3115 3.43209 11.7835	
-30.5442 31.9791 9.52403	-28.1339 33.9727 8.54681	-27.1951 37.4597 8.12646	-26.8032 41.069 7.93495	-27.4775 44.6372 7.7614	-30.9781 53.617 7.55781	-33.4661 57.9094 6.9465	-31.0915 50.0931 6.96574	-32.8357 50.7075 1.56866	-34.5908 39.5381 0.343228	-39.0786 43.2333 6.74281	-30.2725 50.4603 9.08053	-31.3953 54.3958 13.0554	-34.5011 49.8965 23.0279	-42.606 49.1825 20.1037	-32.0706 30.9715 6.48123	-38.8502 17.6969 5.89941	-35.4295 3.70616 2.5774	-29.6037 31.1026 12.8333	-30.8899 16.5359 15.7783	-25.3111 3.44257 11.7884	
-30.6355 31.9238 9.20689	-28.2396 33.8793 8.12304	-27.2657 37.3623 7.75233	-26.808 40.9682 7.68036	-27.3642 44.5609 7.70295	-30.6153 53.6317 7.991	-33.0873 57.9487 7.50001	-30.8128 50.1551 7.18127	-32.3951 51.1882 1.79823	-34.4464 40.1071 0.268265	-38.1368 44.2788 6.88099	-30.025 50.3692 9.3287	-31.4015 54.2184 13.3083	-36.0518 50.2617 22.903	-44.5875 49.4831 21.7693	-32.3106 30.941 6.23506	-39.2112 17.7189 5.96244	-35.4805 3.80882 2.6351	-29.5636 31.032 12.4718	-30.806 16.5487 15.8193	-25.2917 3.43872 11.7946	
-30.7697 31.8881 8.88634	-28.3871 33.8102 7.71684	-27.3798 37.2887 7.39736	-26.8669 40.8877 7.43714	-27.3007 44.4908 7.65362	-30.2718 53.6278 8.44142	-32.7235 57.968 8.06674	-30.551 50.2205 7.39552	-31.9272 51.6928 2.05822	-34.4268 40.7492 0.233527	-37.362 45.2881 6.98135	-29.8312 50.2665 9.57673	-31.4645 53.9396 13.6251	-37.3136 50.4267 22.7238	-45.9267 49.7841 23.1131	-32.5638 30.9294 5.9767	-39.5184 17.7329 5.99946	-35.5186 3.89237 2.69478	-29.594 30.9806 12.111	-30.7358 16.5699 15.7915	-25.2598 3.43272 11.8034	
-30.939 31.8794 8.56042	-28.5574 33.7746 7.34573	-27.5016 37.2437 7.08679	-26.9273 40.8303 7.24115	-27.258 44.4281 7.64619	-29.9996 53.5843 8.90302	-32.389 57.9671 8.63787	-30.3358 50.2579 7.63667	-31.4633 52.1918 2.38909	-34.5288 41.4602 0.203902	-36.7689 46.2324 7.05646	-29.6941 50.1477 9.83983	-31.4935 53.6343 13.9816	-37.9766 50.364 22.7345	-46.542 50.047 23.8671	-32.8024 30.9465 5.68617	-39.7641 17.7568 5.97177	-35.5492 3.95881 2.75777	-29.71 30.9532 11.7597	-30.7122 16.589 15.6561	-25.202 3.42016 11.8224	
